session_id,query,intent,slot_annotation
2717,现在来一首歌曲,music.play,现在来一首歌曲
2717,我们现在这个位置天气如何,OTHERS,我们现在这个位置天气如何
2717,不想跟你说了,OTHERS,不想跟你说了
2717,我不想跟你说话,OTHERS,我不想跟你说话
2717,好的,OTHERS,好的
2717,导航到红岛街道办事处,navigation.navigation,导航到<destination>红岛街道办事处</destination>
2718,打电话给666673,phone_call.make_a_phone_call,打电话给<phone_num>666673</phone_num>
2718,打电话给666673,phone_call.make_a_phone_call,打电话给<phone_num>666673</phone_num>
2718,哇哇,OTHERS,哇哇
2718,向,OTHERS,向
2718,你那个是他们都抓走了,OTHERS,你那个是他们都抓走了
2718,河平打给,OTHERS,河平打给
2718,导航到总部壹号,navigation.navigation,导航到<destination>总部壹号</destination>
2719,江村酒店,navigation.navigation,<destination>江村酒店</destination>
2719,浙江省长兴,navigation.navigation,<destination>浙江省长兴</destination>
2719,麻烦查一下江山大酒店,navigation.navigation,麻烦查一下<destination>江山大酒店</destination>
2719,打电话给619954,phone_call.make_a_phone_call,打电话给<phone_num>619954</phone_num>
2719,放张靓颖的饿狼传说,music.play,放<singer>张靓颖</singer>的<song>饿狼传说</song>
2719,3,OTHERS,3
2719,王给狞小真,OTHERS,王给狞小真
2719,小真,OTHERS,小真
2720,西北村,navigation.navigation,<destination>西北村</destination>
2720,庆画你妈,OTHERS,庆画你妈
2720,打电话给妈,phone_call.make_a_phone_call,打电话给<contact_name>妈</contact_name>
2720,打电话给妈,phone_call.make_a_phone_call,打电话给<contact_name>妈</contact_name>
2721,浮云阳光保险公司,navigation.navigation,<destination>浮云阳光保险公司</destination>
2721,阳光财产保险,navigation.navigation,<destination>阳光财产保险</destination>
2721,取消,navigation.cancel_navigation,取消
2722,打电话给龙江咯,phone_call.make_a_phone_call,打电话给<contact_name>龙江</contact_name>咯
2722,导航到吴江南收费站,navigation.navigation,导航到<destination>吴江南收费站</destination>
2722,三工路高架,navigation.navigation,<destination>三工路高架</destination>
2723,来放音乐,music.play,来放音乐
2723,能看电影吗,OTHERS,能看电影吗
2723,我需要看电视,OTHERS,我需要看电视
2723,流行歌曲,music.play,<toplist>流行</toplist>歌曲
2723,播放音乐,music.play,播放音乐
2724,来一首北京,music.play,来一首<song>北京</song>
2724,来一首默,music.play,来一首<song>默</song>
2724,来一首默,music.play,来一首<song>默</song>
2724,你好常州的天气汪汪的天气预报,OTHERS,你好常州的天气汪汪的天气预报
2724,黄骅的天气,OTHERS,黄骅的天气
2725,导航到上海市浦东国际机场,navigation.navigation,导航到<destination>上海市浦东国际机场</destination>
2725,导航到苏州市火车站,navigation.navigation,导航到<destination>苏州市火车站</destination>
2725,取消,navigation.cancel_navigation,取消
2726,东都国际学校,navigation.navigation,<destination>东都国际学校</destination>
2726,给我播放一首歌曲,music.play,给我播放一首歌曲
2726,打电话联系一下,phone_call.make_a_phone_call,打电话联系一下
2727,哈你妹啊哈哈哈你是大爷,OTHERS,哈你妹啊哈哈哈你是大爷
2727,看你是不是傻*,OTHERS,看你是不是傻*
2727,打电话,phone_call.make_a_phone_call,打电话
2727,帮忙导航到风正乡卫生院,navigation.navigation,帮忙导航到<destination>风正乡卫生院</destination>
2727,帮忙到导航到风正乡卫生院,navigation.navigation,帮忙到导航到<destination>风正乡卫生院</destination>
2728,来一首白小白的最美情侣,music.play,来一首<singer>白小白</singer>的<song>最美情侣</song>
2728,来一首歌,music.play,来一首歌
2728,我要听刘德华的歌,music.play,我要听<singer>刘德华</singer>的歌
2729,我,OTHERS,我
2729,湄潭,navigation.navigation,<destination>湄潭</destination>
2729,退出导航,navigation.cancel_navigation,退出导航
2729,打电话给1860000095,phone_call.make_a_phone_call,打电话给<phone_num>1860000095</phone_num>
2729,打电话给18600000955,phone_call.make_a_phone_call,打电话给<phone_num>18600000955</phone_num>
2730,番茄,OTHERS,番茄
2730,去半箐中学,navigation.navigation,去<destination>半箐中学</destination>
2730,85000011,phone_call.make_a_phone_call,<phone_num>85000011</phone_num>
2730,许刚,OTHERS,许刚
2730,汪良,OTHERS,汪良
2730,程璐,music.play,<singer>程璐</singer>
2730,每一份产品的态度,OTHERS,每一份产品的态度
2731,吸口琴,OTHERS,吸口琴
2731,常码头咯,OTHERS,常码头咯
2731,我要听又见山里红,music.play,我要听<song>又见山里红</song>
2731,我要听山里红,music.play,我要听<song>山里红</song>
2731,听云朵的歌,music.play,听<singer>云朵</singer>的歌
2732,下一曲,music.next,下一曲
2732,打电话,phone_call.make_a_phone_call,打电话
2732,导航去房管局,navigation.navigation,导航去<destination>房管局</destination>
2733,李玉刚,music.play,<singer>李玉刚</singer>
2733,成龙,music.play,<singer>成龙</singer>
2733,庞龙,music.play,<singer>庞龙</singer>
2734,嗯我把那个地址发给你然后你帮我起好吧,OTHERS,嗯我把那个地址发给你然后你帮我起好吧
2734,我想听心经,music.play,我想听<song>心经</song>
2734,我想听蔡琴的心经,music.play,我想听<singer>蔡琴</singer>的<song>心经</song>
2734,想听齐秦齐豫的心经,music.play,想听<singer>齐秦</singer><singer>齐豫</singer>的<song>心经</song>
2735,导航去西双版纳,navigation.navigation,导航去<destination>西双版纳</destination>
2735,导航去西双版纳,navigation.navigation,导航去<destination>西双版纳</destination>
2735,拨打13800004998,phone_call.make_a_phone_call,拨打<phone_num>13800004998</phone_num>
2736,长宁馥邦,navigation.navigation,<destination>长宁馥邦</destination>
2736,刚才一个人不是也往这边拐出去,OTHERS,刚才一个人不是也往这边拐出去
2736,长宁馥邦,navigation.navigation,<destination>长宁馥邦</destination>
2736,不要,OTHERS,不要
2737,你怎么那么不利索了,OTHERS,你怎么那么不利索了
2737,播放一首假如战争今天爆发,music.play,播放一首<song>假如战争今天爆发</song>
2737,放一首当那一天来临,music.play,放一首<song>当那一天来临</song>
2737,来一首军中绿花,music.play,来一首<song>军中绿花</song>
2738,打电话给我打电话,phone_call.make_a_phone_call,打电话给我打电话
2738,打电话来了,phone_call.make_a_phone_call,打电话来了
2738,蓝牙,OTHERS,蓝牙
2738,国贸大厦,navigation.navigation,<destination>国贸大厦</destination>
2739,关闭屏幕,OTHERS,关闭屏幕
2739,拨打557,phone_call.make_a_phone_call,拨打<phone_num>557</phone_num>
2739,七①,OTHERS,七①
2739,打电话给557,phone_call.make_a_phone_call,打电话给<phone_num>557</phone_num>
2739,转塘家园,navigation.navigation,<destination>转塘家园</destination>
2740,叮当,OTHERS,叮当
2740,哦奇隆的歌,music.play,<singer>哦奇隆||祁隆</singer>的歌
2740,奇隆的歌,music.play,<singer>奇隆||祁隆</singer>的歌
2740,秋裤大叔的歌,music.play,<singer>秋裤大叔</singer>的歌
2741,打电话给118600002520,phone_call.make_a_phone_call,打电话给<phone_num>118600002520</phone_num>
2741,打电话给18600002520,phone_call.make_a_phone_call,打电话给<phone_num>18600002520</phone_num>
2741,锦庄酒行,navigation.navigation,<destination>锦庄酒行</destination>
2742,导航到淄博义乌小商品市场,navigation.navigation,导航到<destination>淄博义乌小商品市场</destination>
2742,背一首我爱美人鱼,music.play,背一首<song>我爱美人鱼</song>
2742,关闭屏幕,OTHERS,关闭屏幕
2742,打电话,phone_call.make_a_phone_call,打电话
2743,王鹏,OTHERS,王鹏
2743,取消,OTHERS,取消
2743,我要去富盈酒店,navigation.navigation,我要去<destination>富盈酒店</destination>
2743,我要去郑州市富驿酒店,navigation.navigation,我要去<destination>郑州市富驿酒店</destination>
2744,唱烟花三月,music.play,唱<song>烟花三月</song>
2744,唱一首老爸,music.play,唱一首<song>老爸</song>
2744,播放老爸,music.play,播放<song>老爸</song>
2745,葛韵华府南门,navigation.navigation,<destination>葛韵华府南门</destination>
2745,打电话给13700007373,phone_call.make_a_phone_call,打电话给<phone_num>13700007373</phone_num>
2745,打电话给13700007373,phone_call.make_a_phone_call,打电话给<phone_num>13700007373</phone_num>
2745,我靠，刚检查完卫生,OTHERS,我靠，刚检查完卫生
2746,北大医院,navigation.navigation,<destination>北大医院</destination>
2746,北大医院,navigation.navigation,<destination>北大医院</destination>
2746,拨打电话652这里大概每年大概,phone_call.make_a_phone_call,拨打电话<phone_num>652</phone_num>这里大概每年大概
2746,你大姨妈那贱骨头,OTHERS,你大姨妈那贱骨头
2746,爱探险的朵拉,OTHERS,爱探险的朵拉
2746,莞林,OTHERS,莞林
2747,播放歌曲,music.play,播放歌曲
2747,拨打电话,phone_call.make_a_phone_call,拨打电话
2747,去汕头火车站,navigation.navigation,去<destination>汕头火车站</destination>
2747,退出导航,navigation.cancel_navigation,退出导航
2748,你是傻b,OTHERS,你是傻b
2748,沈雁英,OTHERS,沈雁英
2748,取消,OTHERS,取消
2748,取消导航,navigation.cancel_navigation,取消导航
2748,啊,OTHERS,啊
2748,柳州,navigation.navigation,<destination>柳州</destination>
2749,小姑娘,music.play,<song>小姑娘</song>
2749,取消,music.pause,取消
2749,小姑娘,music.play,<song>小姑娘</song>
2749,取消和退出,music.pause,取消和退出
2749,回合肥市,navigation.navigation,回<destination>合肥市</destination>
2749,大龙洞殡仪馆,navigation.navigation,<destination>大龙洞殡仪馆</destination>
2750,导航结束,navigation.cancel_navigation,导航结束
2750,打电话,phone_call.make_a_phone_call,打电话
2750,打开刘德华的今天,music.play,打开<singer>刘德华</singer>的<song>今天</song>
2751,能能,OTHERS,能能
2751,嘿嘿,OTHERS,嘿嘿
2751,裴超,OTHERS,裴超
2751,取消导航,navigation.cancel_navigation,取消导航
2751,治愈,OTHERS,治愈
2751,打电话一接电话咯走咯,OTHERS,打电话一接电话咯走咯
2751,何炅,OTHERS,何炅
2751,下一首,music.next,下一首
2751,放一首,music.play,放一首
2752,播放牧羊曲,music.play,播放<song>牧羊曲</song>
2752,播放牧羊曲,music.play,播放<song>牧羊曲</song>
2752,播放郑绪岚的歌曲,music.play,播放<singer>郑绪岚</singer>的歌曲
2753,我要去妇儿医院,navigation.navigation,我要去<destination>妇儿医院</destination>
2753,打开电话本,OTHERS,打开电话本
2753,打电话给华子,phone_call.make_a_phone_call,打电话给<contact_name>华子</contact_name>
2754,我放一首一晃酒楼,music.play,我放一首<song>一晃酒楼||一晃就老了</song>
2754,播放一首一晃就老,music.play,播放一首<song>一晃就老||一晃就老了</song>
2754,给我放一首一晃就老,music.play,给我放一首<song>一晃就老||一晃就老了</song>
2755,马森森,OTHERS,马森森
2755,打电话给马芬芬,phone_call.make_a_phone_call,打电话给<contact_name>马芬芬</contact_name>
2755,打电话给柳芽红,phone_call.make_a_phone_call,打电话给<contact_name>柳芽红</contact_name>
2755,帮我取消导航,navigation.cancel_navigation,帮我取消导航
2756,中卷嵊州,navigation.navigation,<destination>中卷嵊州</destination>
2756,锦江华府,navigation.navigation,<destination>锦江华府</destination>
2756,取消,navigation.cancel_navigation,取消
2757,打电话你关机,OTHERS,打电话你关机
2757,江西省萍乡市城南车站,navigation.navigation,<destination>江西省萍乡市城南车站</destination>
2757,江西省萍乡市城南车站,navigation.navigation,<destination>江西省萍乡市城南车站</destination>
2758,也可以拨打联系电话,phone_call.make_a_phone_call,也可以拨打联系电话
2758,张羽,phone_call.make_a_phone_call,<contact_name>张羽</contact_name>
2758,很多人都会哪怕有来,OTHERS,很多人都会哪怕有来
2758,叮当你好,OTHERS,叮当你好
2758,叮当你好,OTHERS,叮当你好
2758,到夏驾园贵苑,navigation.navigation,到<destination>夏驾园贵苑</destination>
2759,80万,OTHERS,80万
2759,导航结束,navigation.cancel_navigation,导航结束
2759,导航结束,navigation.cancel_navigation,导航结束
2759,leo,OTHERS,leo
2759,邹澍,OTHERS,邹澍
2759,张娜,OTHERS,张娜
2760,口镇,navigation.navigation,<destination>口镇</destination>
2760,打电话,phone_call.make_a_phone_call,打电话
2760,打电话15000006801,phone_call.make_a_phone_call,打电话<phone_num>15000006801</phone_num>
2760,没有什么帮助的吧,OTHERS,没有什么帮助的吧
2761,请在嘀的一声,OTHERS,请在嘀的一声
2761,取消,OTHERS,取消
2761,导航,navigation.open,导航
2761,长城花卉中心,navigation.navigation,<destination>长城花卉中心</destination>
2762,给我放一首dj,music.play,给我放一首<theme>dj</theme>
2762,给我放一首的士高,music.play,给我放一首<song>的士高</song>
2762,我想听一首情歌,music.play,我想听一首<theme>情歌</theme>
2763,固原,navigation.navigation,<destination>固原</destination>
2763,西吉县,navigation.navigation,<destination>西吉县</destination>
2763,打电话,phone_call.make_a_phone_call,打电话
2764,我想听青藏高原,music.play,我想听<song>青藏高原</song>
2764,未未,OTHERS,未未
2764,格格,OTHERS,格格
2764,我要听怒放的生命,music.play,我要听<song>怒放的生命</song>
2764,你饭吃过了吗,OTHERS,你饭吃过了吗
2764,让我想听迟来的爱,music.play,让我想听<song>迟来的爱</song>
2764,我要听心雨,music.play,我要听<song>心雨</song>
2765,福建省的电话,OTHERS,福建省的电话
2765,导航到四合,navigation.navigation,导航到<destination>四合</destination>
2765,导航到四河地铁站,navigation.navigation,导航到<destination>四河地铁站</destination>
2766,我要听张杰的歌,music.play,我要听<singer>张杰</singer>的歌
2766,听张杰的歌,music.play,听<singer>张杰</singer>的歌
2766,我要听张杰的歌逆战,music.play,我要听<singer>张杰</singer>的歌<song>逆战</song>
2767,切换歌曲薛之谦暧昧,music.play,切换歌曲<singer>薛之谦</singer><song>暧昧</song>
2767,切换歌曲你那么爱他林俊杰,music.play,切换歌曲<song>你那么爱他</song><singer>林俊杰</singer>
2767,播放音乐我还能爱谁,music.play,播放音乐<song>我还能爱谁</song>
2767,切换音乐我还能爱谁,music.play,切换音乐<song>我还能爱谁</song>
2768,帮我导航到六安走312国道,navigation.navigation,帮我导航到<destination>六安</destination>走312国道
2768,导航到六安,navigation.navigation,导航到<destination>六安</destination>
2768,取消,navigation.cancel_navigation,取消
2769,取消,OTHERS,取消
2769,羊,OTHERS,羊
2769,黄麻布村,navigation.navigation,<destination>黄麻布村</destination>
2769,大朗镇富康路,navigation.navigation,<destination>大朗镇富康路</destination>
2770,取消,OTHERS,取消
2770,呵呵我在哪你是男是女,OTHERS,呵呵我在哪你是男是女
2770,播歌,music.play,播歌
2770,你好叮当赛格电子城,navigation.navigation,你好叮当<destination>赛格电子城</destination>
2770,阿丁,OTHERS,阿丁
2771,取消,OTHERS,取消
2771,游埠镇,navigation.navigation,<destination>游埠镇</destination>
2771,游埠镇安南路,navigation.navigation,<destination>游埠镇安南路</destination>
2772,播放音乐,music.play,播放音乐
2772,播放许巍的歌曲,music.play,播放<singer>许巍</singer>的歌曲
2772,取消,music.pause,取消
2773,结了,music.play,<song>结了</song>
2773,请播放歌曲,music.play,请播放歌曲
2773,请播放一首爱情,music.play,请播放一首<song>爱情</song>
2774,很不值得,OTHERS,很不值得
2774,播放于乐的歌,music.play,播放<singer>于乐</singer>的歌
2774,播放小三,music.play,播放<song>小三</song>
2774,放想着你亲爱的自动歌,music.play,放<song>想着你亲爱的</song>自动歌
2775,播放高胜美的情歌,music.play,播放<singer>高胜美</singer>的<theme>情歌</theme>
2775,放阿努瓦的情歌,music.play,放<singer>阿努瓦</singer>的<theme>情歌</theme>
2775,播放娜奴娃情歌,music.play,播放<song>娜奴娃情歌</song>
2776,中山的天气怎么样,OTHERS,中山的天气怎么样
2776,我要听张学友的歌,music.play,我要听<singer>张学友</singer>的歌
2776,导航到小榄车站,navigation.navigation,导航到<destination>小榄车站</destination>
2776,打电话给520,phone_call.make_a_phone_call,打电话给<phone_num>520</phone_num>
2777,播放彭坦没儿歌,music.play,播放<singer>彭坦</singer>没<age>儿歌</age>
2777,放这就是爱,music.play,放<song>这就是爱</song>
2777,夏华,music.play,<singer>夏华</singer>
2777,你要能找来就不上课,OTHERS,你要能找来就不上课
2777,播放歌曲,music.play,播放歌曲
2778,给你起个名字叫雅阁,OTHERS,给你起个名字叫雅阁
2778,我想听张玮伽的康定情歌,music.play,我想听<singer>张玮伽</singer>的<song>康定情歌</song>
2778,我想听孙露的歌,music.play,我想听<singer>孙露</singer>的歌
2778,我们想去东莞嫖娼,navigation.navigation,我们想去<destination>东莞</destination>嫖娼
2778,我们今天心情不爽,OTHERS,我们今天心情不爽
2778,张玮伽的梦的翅膀受了伤,music.play,<singer>张玮伽</singer>的<song>梦的翅膀受了伤</song>
2778,给你起个叫雅阁,OTHERS,给你起个叫雅阁
2779,我们不一样,music.play,<song>我们不一样</song>
2779,今天天气,OTHERS,今天天气
2779,详细时间,OTHERS,详细时间
2779,再详细一点呢,OTHERS,再详细一点呢
2779,拨号界面,phone_call.make_a_phone_call,拨号界面
2779,去死吧,OTHERS,去死吧
2779,摇滚,music.play,<style>摇滚</style>
2780,内蒙古开鲁县,navigation.navigation,<destination>内蒙古开鲁县</destination>
2780,问道,OTHERS,问道
2780,打伤混流电话,phone_call.make_a_phone_call,打<contact_name>伤混流</contact_name>电话
2780,刘莎,phone_call.make_a_phone_call,<contact_name>刘莎</contact_name>
2781,打电话给,phone_call.make_a_phone_call,打电话给
2781,打电话给钟啦啦,phone_call.make_a_phone_call,打电话给<contact_name>钟啦啦</contact_name>
2781,连堂,phone_call.make_a_phone_call,<contact_name>连堂</contact_name>
2781,停止导航,navigation.cancel_navigation,停止导航
2782,到金华王牌,navigation.navigation,到<destination>金华王牌</destination>
2782,你是刘佳的启程,OTHERS,你是刘佳的启程
2782,20多30来岁开导他到现在也是30年了她说她姑娘是从家乡口音,OTHERS,20多30来岁开导他到现在也是30年了她说她姑娘是从家乡口音
2782,给我姐打电话,phone_call.make_a_phone_call,给<contact_name>我姐</contact_name>打电话
2782,闺女啥可能不能相信当不了家呀,OTHERS,闺女啥可能不能相信当不了家呀
2782,am,OTHERS,am
2783,我要听小鸟,music.play,我要听<song>小鸟</song>
2783,我要听邓紫棋的歌,music.play,我要听<singer>邓紫棋</singer>的歌
2783,我要听邓紫棋的泡沫,music.play,我要听<singer>邓紫棋</singer>的<song>泡沫</song>
2784,打电话给151,phone_call.make_a_phone_call,打电话给<phone_num>151</phone_num>
2784,打电话给15200002881,phone_call.make_a_phone_call,打电话给<phone_num>15200002881</phone_num>
2784,松山村,navigation.navigation,<destination>松山村</destination>
2784,郭德纲相声,OTHERS,郭德纲相声
2785,阿露,OTHERS,阿露
2785,取消,OTHERS,取消
2785,我要去东佃庄,navigation.navigation,我要去<destination>东佃庄</destination>
2786,感谢,OTHERS,感谢
2786,来一首黑龙唱的感谢,music.play,来一首<singer>黑龙</singer>唱的<song>感谢</song>
2786,来一首大众唱了我们不一样,music.play,来一首<singer>大众||大壮</singer>唱了<song>我们不一样</song>
2786,大众称了我们不一样,music.play,<singer>大众||大壮</singer>称了<song>我们不一样</song>
2786,来一首大壮唱的我们不一样,music.play,来一首<singer>大壮</singer>唱的<song>我们不一样</song>
2787,九隆商场,navigation.navigation,<destination>九隆商场</destination>
2787,酒仙桥久隆商场,navigation.navigation,<destination>酒仙桥久隆商场</destination>
2787,拨打的电话已停机,OTHERS,拨打的电话已停机
2788,打电话,phone_call.make_a_phone_call,打电话
2788,放音乐,music.play,放音乐
2788,去安徽省宣城市广德县,navigation.navigation,去<destination>安徽省宣城市广德县</destination>
2788,梓潼县这边,OTHERS,梓潼县这边
2788,没有了,OTHERS,没有了
2789,打电话给老公,phone_call.make_a_phone_call,打电话给<contact_name>老公</contact_name>
2789,我要去蒋家桥村,navigation.navigation,我要去<destination>蒋家桥村</destination>
2789,退出导航,navigation.cancel_navigation,退出导航
2789,我要去白石镇霓岙村,navigation.navigation,我要去<destination>白石镇霓岙村</destination>
2790,白马关,navigation.navigation,<destination>白马关</destination>
2790,甲,OTHERS,甲
2790,我要打电话,phone_call.make_a_phone_call,我要打电话
2790,我要听韩红的天路,music.play,我要听<singer>韩红</singer>的<song>天路</song>
2791,打电话来,phone_call.make_a_phone_call,打电话来
2791,帮我图资源车,OTHERS,帮我图资源车
2791,国土资源管理局,navigation.navigation,<destination>国土资源管理局</destination>
2791,国土资源管理局,navigation.navigation,<destination>国土资源管理局</destination>
2791,国土局,navigation.navigation,<destination>国土局</destination>
2791,国土局,navigation.navigation,<destination>国土局</destination>
2792,晕北京限行尾号,OTHERS,晕北京限行尾号
2792,我要听薛之谦的歌曲演员,music.play,我要听<singer>薛之谦</singer>的歌曲<song>演员</song>
2792,拨打663,phone_call.make_a_phone_call,拨打<phone_num>663</phone_num>
2793,兰州拉面,OTHERS,兰州拉面
2793,取消,OTHERS,取消
2793,结束导航,navigation.cancel_navigation,结束导航
2793,我想去西天,OTHERS,我想去西天
2793,我想去你妈床上,OTHERS,我想去你妈床上
2794,打电话就打电话,phone_call.make_a_phone_call,打电话就打电话
2794,我查一下,OTHERS,我查一下
2794,请稍候,OTHERS,请稍候
2794,要改了的话打电话说话笨嘴能让大地为之吗,OTHERS,要改了的话打电话说话笨嘴能让大地为之吗
2794,回小仕尾,navigation.navigation,回<destination>小仕尾</destination>
2794,钟华,OTHERS,钟华
2794,打电话给妈妈,phone_call.make_a_phone_call,打电话给<contact_name>妈妈</contact_name>
2795,关系,OTHERS,关系
2795,请放音乐,music.play,请放音乐
2795,请把音乐关掉请关音乐,music.pause,请把音乐关掉请关音乐
2795,把音乐关掉,music.pause,把音乐关掉
2795,请退出音乐,music.pause,请退出音乐
2795,请把流量关掉,OTHERS,请把流量关掉
2796,打电话,phone_call.make_a_phone_call,打电话
2796,曾国平,phone_call.make_a_phone_call,<contact_name>曾国平</contact_name>
2796,曾国平,phone_call.make_a_phone_call,<contact_name>曾国平</contact_name>
2796,导航结束,navigation.cancel_navigation,导航结束
2796,导航结束,navigation.cancel_navigation,导航结束
2796,并核对帐单发送给乘客,OTHERS,并核对帐单发送给乘客
2797,我要去贵溪市人民法院,navigation.navigation,我要去<destination>贵溪市人民法院</destination>
2797,下一首,music.next,下一首
2797,没有,OTHERS,没有
2797,拨打662,phone_call.make_a_phone_call,拨打<phone_num>662</phone_num>
2798,我要打电话,phone_call.make_a_phone_call,我要打电话
2798,我想去山东省运城市,navigation.navigation,我想去<destination>山东省运城市</destination>
2798,我想去山东省运城市,navigation.navigation,我想去<destination>山东省运城市</destination>
2799,导航到矿工路,navigation.navigation,导航到<destination>矿工路</destination>
2799,导航到矿工路南团小区,navigation.navigation,导航到<destination>矿工路南团小区</destination>
2799,繁峙县,navigation.navigation,<destination>繁峙县</destination>
2799,为什么不好用,OTHERS,为什么不好用
2799,去他妈的,OTHERS,去他妈的
2799,取消,navigation.cancel_navigation,取消
2800,连接个人热点怎么连接,OTHERS,连接个人热点怎么连接
2800,放一首像我这样的人,music.play,放一首<song>像我这样的人</song>
2800,放一首新歌来听,music.play,放一首<toplist>新歌</toplist>来听
2800,放一首像我这样的人,music.play,放一首<song>像我这样的人</song>
2801,成都,music.play,<song>成都</song>
2801,歌曲,music.play,歌曲
2801,歌曲成都,music.play,歌曲<song>成都</song>
2801,又见山里红,music.play,<song>又见山里红</song>
2802,导航到蓝田机场,navigation.navigation,导航到<destination>蓝田机场</destination>
2802,艾利,OTHERS,艾利
2802,拨打的电话,phone_call.make_a_phone_call,拨打的电话
2802,播放音乐,music.play,播放音乐
2803,大王,OTHERS,大王
2803,梓峰,OTHERS,梓峰
2803,菊裳,OTHERS,菊裳
2803,一,OTHERS,一
2803,李思源的遥远的她,music.play,<singer>李思源</singer>的<song>遥远的她</song>
2803,打电话听声音,phone_call.make_a_phone_call,打电话听声音
2804,我想去大连人民,navigation.navigation,我想去<destination>大连人民</destination>
2804,我想去大连市第二人民医院,navigation.navigation,我想去<destination>大连市第二人民医院</destination>
2804,常宝,OTHERS,常宝
2804,不是,OTHERS,不是
2804,223,OTHERS,223
2804,luv的可以,OTHERS,luv的可以
2804,大左,OTHERS,大左
2805,播放水手,music.play,播放<song>水手</song>
2805,播放浪漫樱花,music.play,播放<song>浪漫樱花</song>
2805,播放浪花一朵朵,music.play,播放<song>浪花一朵朵</song>
2806,播放越策菩萨的莲,music.play,播放越策菩萨的莲
2806,关闭屏幕,OTHERS,关闭屏幕
2806,播放下一曲,music.next,播放下一曲
2806,播放逆流成河,music.play,播放<song>逆流成河</song>
2806,西雅,OTHERS,西雅
2806,啊,OTHERS,啊
2807,给来一首那个dj,music.play,给来一首那个<theme>dj</theme>
2807,给来首la la的歌,music.play,给来首<singer>la la||娜娜</singer>的歌
2807,来首大同message辣辣的喊麦,music.play,来首大同<singer>message辣辣||MC辣辣</singer>的喊麦
2808,青歌赛过春江水,music.play,<song>青歌赛过春江水||情歌赛过春江水</song>
2808,青歌赛过春江水,music.play,<song>青歌赛过春江水||情歌赛过春江水</song>
2808,情歌赛过春江水,music.play,<song>情歌赛过春江水</song>
2809,去中华机场,navigation.navigation,去<destination>中华机场</destination>
2809,去中川机场,navigation.navigation,去<destination>中川机场</destination>
2809,您拨打的电话已关机,OTHERS,您拨打的电话已关机
2809,打个电话啊,phone_call.make_a_phone_call,打个电话啊
2809,继续导航刚刚的地方,navigation.start_navigation,继续导航刚刚的地方
2809,东方明珠,navigation.navigation,<destination>东方明珠</destination>
2809,你妈卖批,OTHERS,你妈卖批
2810,并州路请关闭导航,navigation.cancel_navigation,并州路请关闭导航
2810,你跟他说,OTHERS,你跟他说
2810,七贤街并州路的太行酒店太行西街店,navigation.navigation,<destination>七贤街并州路的太行酒店太行西街店</destination>
2810,请关闭导航,navigation.cancel_navigation,请关闭导航
2810,打电话给18900005600,phone_call.make_a_phone_call,打电话给<phone_num>18900005600</phone_num>
2811,我要听赵雷的成都,music.play,我要听<singer>赵雷</singer>的<song>成都</song>
2811,我要听赵雷的成都,music.play,我要听<singer>赵雷</singer>的<song>成都</song>
2811,我要听赵雷的成都,music.play,我要听<singer>赵雷</singer>的<song>成都</song>
2811,给力电器的股票,OTHERS,给力电器的股票
2812,登录梅州路,navigation.navigation,登录<destination>梅州路</destination>
2812,给我导到北中路,navigation.navigation,给我导到<destination>北中路</destination>
2812,打电话,phone_call.make_a_phone_call,打电话
2813,给611220打电话,phone_call.make_a_phone_call,给<phone_num>611220</phone_num>打电话
2813,给6226打电话,phone_call.make_a_phone_call,给<phone_num>6226</phone_num>打电话
2813,吃锤子吃午餐这个房东也算是最好的,OTHERS,吃锤子吃午餐这个房东也算是最好的
2813,交通武家村,navigation.navigation,<destination>交通武家村</destination>
2814,浦东机场停车场,navigation.navigation,<destination>浦东机场停车场</destination>
2814,浦东机场,navigation.navigation,<destination>浦东机场</destination>
2814,我,OTHERS,我
2814,猫,OTHERS,猫
2814,取消,navigation.cancel_navigation,取消
2815,导航到昆明火车站,navigation.navigation,导航到<destination>昆明火车站</destination>
2815,打电话给高,phone_call.make_a_phone_call,打电话给<contact_name>高</contact_name>
2815,关闭导航,navigation.cancel_navigation,关闭导航
2816,爱你一万年,music.play,<song>爱你一万年</song>
2816,天高地厚,music.play,<song>天高地厚</song>
2816,天高地厚,music.play,<song>天高地厚</song>
2816,谭咏麟,music.play,<singer>谭咏麟</singer>
2816,老婆爱你一万年,music.play,老婆<song>爱你一万年</song>
2817,赵辉,OTHERS,赵辉
2817,我要打电话,phone_call.make_a_phone_call,我要打电话
2817,赵辉,phone_call.make_a_phone_call,<contact_name>赵辉</contact_name>
2817,una,OTHERS,una
2817,夫子,OTHERS,夫子
2817,关闭屏幕,OTHERS,关闭屏幕
2817,到吉林省延吉市,navigation.navigation,到<destination>吉林省延吉市</destination>
2817,小沈阳,music.play,<singer>小沈阳</singer>
2818,牙牙乐,music.play,<singer>牙牙乐</singer>
2818,我给打电话在一块儿了,phone_call.make_a_phone_call,我给打电话在一块儿了
2818,打电话给家里面缺啥,phone_call.make_a_phone_call,打电话给<contact_name>家里面缺啥</contact_name>
2819,播放停电,music.play,播放<song>停电</song>
2819,播放体面,music.play,播放<song>体面</song>
2819,我想听差一步,music.play,我想听<song>差一步</song>
2820,播放大嘴巴,music.play,播放<singer>大嘴巴</singer>
2820,播放不得不爱,music.play,播放<song>不得不爱</song>
